-2168,2760,-600
-1560,2392,-520
-880,2120,-960
8,712,-640
200,408,-232
288,64,96
352,-200,440
376,-256,712
368,-280,896
240,-384,880
120,-488,928
-32,-576,872
-184,-504,288
-488,168,-1240
-1104,1640,-2456
-1688,2856,-872
-2200,3128,-8
-1944,2352,-176
-1280,2112,-480
-656,1960,-840
-312,1560,-1056
-200,1152,-872
8,856,-480
200,536,-216
304,192,8
376,-96,200
392,-272,408
216,-672,656
48,-720,800
-112,-560,744
-280,-112,40
-808,1256,-1968
-1632,2664,-2512
-2128,3112,-984
-2200,2368,-136
-1560,1936,-24
-816,1776,-352
-344,1496,-680
-32,1248,-784
104,1024,-800
208,696,-576
264,248,-272
384,-208,128
456,-424,144
320,-456,304
168,-352,504
48,-224,704
-56,-208,880
-192,-176,872
-352,-32,504
-680,488,-1120
-1968,2648,-2352
-2064,2712,-936
-1648,2608,-80
-1192,2696,208
-840,2456,-168
-488,1896,-704
-88,1008,-896
48,96,-680
120,-464,-144
160,-704,336
160,-616,448
176,-520,616
48,-504,808
-40,-528,1016
-144,-576,992
-352,-400,232
-672,328,-1288
-1312,1688,-2888
-1768,2888,-784
-1856,3144,-224
-1352,2704,16
-784,2080,-16
-504,1576,-216
-152,504,-72
-56,192,-336
-64,-72,-472
56,-312,-384
152,-392,-296
128,-304,-176
24,-144,-120
-144,88,-40
-376,384,-48
-600,648,-24
-688,656,-104
-736,624,-120
-776,504,-160
-808,368,-232
-864,208,-280
-960,88,-296
-1096,32,-240
-1312,88,-232
-1560,232,-144
-1744,368,-144
-1848,504,-224
-1880,576,-272
-1808,624,-208
-1680,640,-240
-1384,520,-264
-1248,384,-288
-1136,304,-208
-1048,224,-256
-1000,192,-232
-960,200,-200
-928,224,-208
-888,288,-168
-888,360,-144
-888,408,-128
-928,424,-112
-968,424,-152
-1008,400,-224
-1000,360,-208
-1000,312,-208
-1000,280,-192
-1016,240,-256
-1024,200,-248
-1040,176,-200
-1056,168,-176
-1056,144,-160
-1088,144,-192
-1072,136,-144
-992,136,-176
-936,136,-184
-896,144,-168
-856,144,-224
-816,136,-184
-776,120,-216
-776,112,-184
-784,112,-192
-792,136,-200
-808,144,-200
-872,160,-216
-912,176,-168
-928,184,-184
-960,208,-120
-992,208,-128
-1016,248,-128
-1016,272,-120
-1048,296,-144
-1072,336,-152
-1088,384,-208
-1128,408,-208
-1112,448,-176
-1104,472,-192
-1080,568,-288
-1064,536,-264
-1016,552,-248
-992,616,-160
-968,632,-136
-912,616,-112
-864,600,-120
-824,592,-96
-808,576,-96
-792,536,-24
-760,528,88
-688,536,64
-672,528,136
-632,472,48
-600,376,120
-568,400,136
-544,424,152
-568,424,56
-592,464,-16
-608,528,-112
-616,552,-160
-648,648,-264
-672,608,-336
-648,600,-464
-1080,568,-288
-1064,536,-264
-1016,552,-248
-992,616,-160
-968,632,-136
-912,616,-112
-864,600,-120
-824,592,-96
-808,576,-96
-792,536,-24
-760,528,88
-688,536,64
-672,528,136
-632,472,48
-600,376,120
-568,400,136
-544,424,152
-568,424,56
-592,464,-16
-608,528,-112
-616,552,-160
-648,648,-264
-672,608,-336
-648,600,-464
152,128,-952
152,104,-976
176,48,-976
176,24,-928
184,16,-896
192,24,-952
216,16,-896
224,40,-864
216,56,-848
208,72,-856
192,72,-880
184,56,-944
160,56,-960
152,88,-952
128,88,-968
128,80,-944
144,104,-976
136,128,-1032
136,176,-976
136,168,-1000
136,144,-984
128,152,-960
120,152,-968
136,112,-1008
